vs@0,vs@1,vs@2,vs@3,vs@4,vs@5,vs@6,vs@7,vs@8,vs@9,vs@10,vs@11,vs@12,vs@13,vs@14,vs@15,vs@16,vs@17,vs@18,vs@19,vs@20,vs@21,vs@22,vs@23,vs@24,vs@25,vs@26,vs@27,vs@28,vs@29,vs@30
336.1232,289.89282,290.7361,287.95068,290.98352,305.94104,308.73013,309.21658,317.15216,324.9742,325.6967,347.6686,364.41513,373.5811,384.67358,392.98557,405.25803,411.1091,421.90317,439.78055,449.1963,473.1929,484.15207,494.87994,492.69467,512.3119,528.5518,531.5223,545.8058,550.1696,549.93146
384.75458,339.98346,335.05475,328.97693,330.26874,335.46994,341.23376,340.5901,348.02344,357.71036,363.62772,379.05362,394.5829,407.89456,417.92566,427.60938,442.76007,452.14673,465.86603,479.9537,496.56546,525.4369,535.10406,551.3916,548.877,579.1848,601.46234,595.7481,614.85583,616.3888,615.01935
351.0214,297.2468,293.86633,289.91626,293.10727,307.55786,311.0128,311.58304,319.28842,327.21057,328.68402,350.03937,366.8255,376.71967,387.3345,395.76468,407.93695,413.73428,424.55063,442.0963,452.19247,476.13025,487.4353,498.51443,496.50864,516.56726,533.6872,535.78033,550.62585,555.22205,554.28705
318.9277,287.50793,296.99557,297.09512,300.1555,312.21204,314.8238,315.50192,323.21146,333.24918,333.12024,353.96753,372.2018,381.39462,392.39047,401.8261,415.26056,421.80228,433.92026,450.87823,463.5484,488.9981,499.3616,510.4077,508.48984,530.50726,551.5818,550.89087,564.54266,568.6441,564.3619
274.90536,237.96652,240.82823,248.76378,246.45734,264.28506,264.2816,265.5197,276.3088,275.9384,275.43457,299.62738,316.82486,322.69196,335.56927,344.03427,353.86685,355.99875,367.68274,381.36224,386.82455,409.2959,412.36252,429.15338,421.33966,433.33438,441.51666,453.5702,466.2248,467.63995,472.4917
627.7254,579.45667,616.0115,632.29535,645.80444,643.7699,669.9154,683.6068,688.4914,695.7173,696.63995,699.47784,738.07654,747.80273,765.5761,782.8482,799.9213,811.55835,811.5023,838.3839,883.0488,888.64886,883.67084,901.83435,908.2412,947.39343,977.5083,973.33246,993.15936,1003.05756,1003.39844
288.32397,230.9037,226.22624,236.03967,232.96815,249.48056,248.83081,250.52069,262.20703,259.87137,261.73376,282.96353,299.0071,304.3487,317.84042,327.28485,334.9245,336.19135,349.77335,361.24396,364.25156,385.70032,387.78076,407.1572,397.5375,410.04648,416.8618,427.54144,439.10822,442.9813,449.23764
351.0902,342.13608,336.56824,330.68213,336.0392,348.4965,347.66687,344.06543,358.9334,360.95178,374.62524,391.60333,394.1227,404.89612,415.45105,425.58813,435.6989,439.72736,452.84625,469.42584,475.4009,500.23322,506.5125,516.52124,515.0812,547.25775,563.2506,553.3327,574.0602,581.13007,583.5017
322.80524,266.99234,243.85977,241.5295,235.30443,249.48466,252.88391,254.42448,265.74097,266.06808,266.1037,285.11578,303.5269,309.21292,322.3499,331.21573,340.67822,340.8553,353.37366,364.67938,369.33105,390.4684,392.796,411.16318,401.71622,412.3462,416.28488,426.96927,440.85614,445.2385,453.8582
323.15714,262.36453,255.25008,257.77805,257.21948,276.10428,278.3293,278.733,289.2095,290.23312,289.12686,314.29907,330.0917,337.86465,349.768,356.7612,367.97797,371.5851,380.5685,396.20013,402.68597,424.4916,429.29163,444.14667,438.8488,452.9041,459.94028,471.83777,486.18588,487.10278,492.10065
352.7883,345.7864,338.44278,331.49844,336.1622,348.50253,348.06445,344.2415,358.95773,361.30017,374.67014,391.65564,394.6295,405.06793,415.59772,425.60318,435.68732,439.5939,452.87247,469.22842,475.23975,499.85773,506.40192,516.0012,514.1587,546.40063,561.55505,551.83856,573.1053,580.2027,583.5203
298.4051,252.79938,253.68011,258.50955,258.77567,277.23343,279.04926,280.04764,289.96292,290.8852,289.60037,315.09982,331.50473,339.4051,351.3636,358.284,369.68994,373.8743,382.72665,398.20953,405.46115,427.42792,432.85156,447.42654,442.43115,456.2772,463.8789,475.93054,489.38693,490.2883,494.40305
856.1254,704.20544,634.31824,622.88873,624.4316,621.82574,610.5928,614.79193,635.0952,612.72986,660.91907,665.4812,663.6046,701.8119,712.0337,714.57544,714.6232,721.40295,723.60046,749.5471,762.5244,767.7166,755.5254,779.1088,774.3,822.5535,832.7561,811.39197,855.2025,881.92847,916.79736
279.1318,236.98483,235.88837,244.20168,241.00285,258.89032,258.384,259.362,270.9395,269.95447,270.36646,293.55835,309.81326,315.10593,328.38406,337.23187,346.28375,347.78033,360.45767,373.4543,377.85226,399.60574,402.09445,420.07736,411.14285,423.37723,431.0326,442.57718,455.0732,457.57245,463.15598
517.57275,477.1412,494.04868,486.58926,495.81647,501.26617,484.61963,491.74536,512.62616,508.76886,534.3057,537.4937,544.99316,564.62573,586.0095,598.88983,619.7107,626.1269,637.73486,671.67993,695.2799,707.1197,705.1502,735.0652,754.3523,783.2488,828.0115,841.09436,830.0867,835.5213,818.4969
879.1658,735.02094,695.85455,655.42926,643.6362,634.5073,625.70026,624.5072,638.7356,617.88293,667.4843,674.48145,670.615,712.76776,719.4776,723.5258,723.62524,729.7926,731.29193,758.3912,769.90015,774.35144,763.2397,784.9191,780.5964,830.61664,839.0078,819.6051,863.3931,889.14795,927.08435
349.01852,275.90625,261.44815,260.85373,261.066,280.1508,283.75345,284.6435,294.41187,295.0701,294.78702,320.05185,334.75247,343.2458,354.6643,361.42114,372.31628,376.22272,384.28308,400.10895,406.57047,427.62314,432.89734,447.17847,442.22418,457.43866,463.56183,474.46893,490.2926,491.63184,496.86172
574.0919,444.76828,425.5225,414.92804,414.43167,415.43558,411.7116,402.45926,421.9521,422.34238,443.12375,451.45282,461.78564,480.09763,495.56842,506.46695,521.8595,531.59033,543.1714,560.2419,576.2053,596.7927,590.6537,607.78033,602.3609,641.88043,649.7201,632.395,667.8311,670.9638,686.34235
885.7426,751.0981,709.4432,663.1084,646.0369,635.02167,624.4429,621.2411,634.832,613.9167,663.9332,672.04926,667.3645,709.6431,716.8207,720.45435,720.11096,725.8736,727.17944,754.0268,765.2915,769.67773,758.6848,780.2111,776.5598,826.0043,835.7227,815.91003,858.54584,884.99084,923.7146
267.91446,220.66318,221.52281,232.26912,228.48796,244.2373,242.58737,244.51744,256.1091,253.57866,256.08722,276.50757,293.04803,297.51807,311.48892,321.16193,328.74435,330.11404,344.95505,355.5394,357.7679,379.79324,381.8027,401.5823,391.18585,403.95984,411.23245,421.55237,431.78683,436.08557,442.77115
264.30746,213.91765,215.03342,226.3154,222.59712,237.17113,235.21489,237.52223,248.66298,245.53076,249.5808,268.57812,284.79337,288.9882,302.82352,313.07318,320.18732,321.64923,337.26578,346.89307,348.06595,370.1504,371.72842,392.14542,381.51297,394.80786,401.90454,411.21655,420.62173,425.67633,433.10074
473.895,444.39697,470.00153,456.40234,473.00153,478.35553,456.91815,469.18558,490.66974,480.50604,515.0345,517.1995,515.5446,540.30066,557.7797,570.9804,592.29553,596.31287,608.6963,643.3804,659.7861,674.3681,670.97736,704.2666,724.5891,745.7998,800.1437,810.69965,787.05963,797.631,772.91
459.76096,491.81412,511.1166,508.04126,513.4385,520.7395,524.35443,527.86945,546.048,546.3982,560.59296,563.31964,584.0205,594.4394,614.6847,625.8797,640.3898,652.6894,664.1128,686.4888,719.9121,741.04456,742.64496,761.58325,765.0185,804.6332,831.06036,819.30237,837.2042,842.8644,845.0833
392.09024,382.4427,375.45834,368.25146,373.6219,384.8864,382.65564,377.7367,397.1919,391.63425,414.75314,427.9568,426.98795,441.68155,452.33096,462.49646,471.1165,477.6961,490.5011,505.68292,512.47595,537.70667,539.8847,551.8714,547.65186,587.6485,601.17065,582.4067,610.46375,618.1732,625.5612
271.41983,234.1054,237.26846,246.1213,243.30328,260.90515,260.34302,261.76746,272.74594,271.9639,271.95163,295.5845,312.72464,318.23074,331.37933,340.05948,349.41534,351.41934,363.71854,376.79175,381.9869,404.16116,407.0323,424.56747,416.03366,427.81396,436.163,448.03278,460.05237,462.10562,467.0183
264.3939,201.85887,206.0279,219.13408,216.32835,228.63405,226.80363,230.43806,239.61322,236.38512,242.11096,258.8579,276.61566,280.39474,293.94107,304.91415,311.75842,313.79556,329.81348,337.37018,339.94235,362.51126,363.8694,385.41302,375.1195,387.40298,394.87643,403.68716,410.68073,417.2302,424.6125
331.6958,264.37274,252.90756,255.34154,254.71284,273.75107,276.38348,277.08112,287.50964,287.3936,287.15848,312.17358,327.09964,335.3209,346.7953,354.03967,364.3627,367.48132,376.19965,391.55322,397.1293,418.5949,422.46353,437.8714,431.90594,445.89645,452.37872,463.78687,479.2144,480.24377,485.6798
452.97534,427.1598,436.86325,429.9253,436.11774,442.03082,438.65982,439.96805,459.9256,450.12997,477.93365,485.51804,491.56183,508.37582,524.2288,533.08777,544.1125,555.3373,565.9375,586.0067,603.92816,626.9975,625.0643,641.5166,639.6394,680.4191,698.85876,676.3577,707.6282,711.1141,716.2998
357.34045,286.06247,272.00955,268.08298,268.14694,287.29294,290.76514,290.81177,300.33072,303.13177,302.76093,327.3773,342.30304,350.42212,362.01727,368.88284,380.16776,384.48587,393.28598,410.1398,416.91284,437.9988,444.7359,457.89206,453.50793,470.16907,477.1077,487.09274,502.89706,505.0811,510.37482
418.44678,398.72647,397.51373,390.45706,395.99844,405.23688,402.6429,399.75476,419.5632,411.5307,436.9913,448.6592,449.04697,465.6697,477.3831,487.55676,495.83212,504.5237,517.1019,533.2578,543.3758,568.0911,567.7989,581.1107,576.2056,617.4408,631.748,610.0708,640.6554,647.37854,655.561
463.5847,437.98053,449.7176,448.81613,456.4448,453.62662,457.938,454.02954,460.05316,461.1152,474.42538,485.32974,505.03592,523.8717,540.2666,554.57043,575.7816,594.7745,613.68756,640.0311,678.9343,710.20764,724.7178,751.5718,759.4958,803.8149,826.9151,823.11066,846.59424,845.0332,850.5256
457.324,409.20917,390.32993,370.89636,363.9622,362.35107,365.78528,361.59393,367.86597,372.51517,383.6233,399.2818,411.25162,428.12512,437.9668,447.02557,460.7836,471.9767,485.86526,500.48578,517.8988,546.67487,559.77856,580.7212,583.63715,617.391,644.8008,640.94495,662.4022,663.3043,664.6939
283.03024,229.68091,224.59608,233.97891,230.48242,246.9805,245.99117,247.35791,259.4037,256.9054,259.25098,280.14514,295.5014,300.31125,314.0102,323.66983,331.3019,332.2603,346.48746,357.8398,359.8095,381.33673,383.09262,402.60025,392.59988,405.8372,412.398,422.69586,434.19055,438.21002,445.2887
429.4579,379.2025,363.25055,348.74475,345.34717,347.5943,352.66986,350.3162,357.49573,364.81702,374.07083,389.6115,402.66928,417.8072,427.4185,436.5977,450.89224,460.84546,474.54053,488.5657,504.55652,532.66,543.84955,561.6451,560.7419,592.4728,615.18146,608.7621,629.2673,631.3664,632.876
284.06924,230.46567,226.62105,236.34795,233.07744,249.84193,248.98752,250.4823,262.3763,260.00882,261.914,283.34494,299.04395,304.1444,317.77252,327.1967,334.9123,336.1149,349.81915,361.4465,364.21164,385.74182,387.72012,407.08264,397.2838,410.10504,416.84207,427.5013,439.1997,442.9715,449.40552
404.55872,386.847,385.2996,378.8633,384.8665,394.45673,391.76456,388.19818,407.9917,401.16745,425.59952,437.75638,437.46454,453.60812,464.8788,475.62408,484.19998,492.53452,505.30197,521.39935,530.50305,555.9848,555.7081,569.6893,565.5174,606.15625,621.08057,601.2755,630.2155,636.53357,642.8904
297.4937,234.97339,227.07011,236.14127,233.03142,249.67169,249.22072,250.72438,262.54877,260.27103,262.13535,283.3409,299.09778,304.43097,317.91635,327.35413,335.04178,336.1683,349.66257,361.26224,364.19775,385.58896,387.54254,406.914,397.38416,410.002,416.64355,427.2946,439.07156,442.97394,449.41742
865.712,939.4136,959.47107,937.1493,951.2179,932.9051,986.2674,972.15784,952.7614,924.5819,935.4976,925.76215,937.7889,974.38245,981.8757,990.49744,1003.71704,1018.5992,1017.809,1032.6029,1052.7046,1038.6786,1021.4814,1029.1112,1038.2202,1070.5565,1097.3546,1091.2098,1112.4316,1121.0758,1139.15
287.92972,274.8604,293.2208,293.5533,296.11026,308.795,309.4425,310.7375,318.7834,328.69122,326.03174,349.09906,367.90796,375.49277,387.95517,396.9189,410.8675,417.21982,429.3844,446.7128,459.1933,484.69632,493.90402,504.75836,504.10535,523.5044,546.7524,546.9814,557.71466,561.9581,556.20544
328.55444,356.90173,362.89975,358.22217,362.25006,367.21503,368.45026,366.31717,380.89957,383.40543,395.83597,410.3102,418.81244,432.09192,445.2733,456.8156,470.24268,480.5972,494.8736,509.96237,527.8698,556.3091,557.4587,572.998,571.1923,606.1833,627.65424,614.2519,635.67316,638.0537,635.279
332.41302,360.35406,366.6392,361.5564,365.39066,369.9362,371.27213,369.0028,383.6726,386.0217,398.69775,412.8768,421.7181,435.1532,448.4327,460.09274,473.4242,484.19086,498.79062,513.89685,532.4154,560.8621,562.2788,577.6266,575.5436,610.8526,631.96783,618.1262,640.36597,642.4782,640.2899
251.0717,419.3257,352.82687,360.5345,364.59912,376.63495,367.11523,366.39478,387.6421,384.1186,402.48154,416.96246,416.0094,428.97723,444.26517,455.54596,466.70786,473.1634,490.5063,507.12637,517.50433,545.6785,545.1693,559.61224,561.25323,598.5428,623.37866,607.1572,625.127,632.18134,624.4971
397.1737,348.05026,317.53055,295.81464,290.86765,303.583,309.8844,310.85428,318.1261,324.15472,327.50507,347.63852,363.37286,374.23746,384.3277,391.80246,403.0945,408.90247,417.58517,434.52148,443.81628,467.01648,478.44348,490.6163,486.86227,505.2407,514.76733,517.77856,534.7176,539.87726,544.9531
264.29663,252.07732,269.22073,271.13147,271.23694,287.61902,287.36652,288.9553,297.824,303.17365,297.86273,324.81253,344.59195,349.86014,364.02054,370.65448,384.2235,390.4289,400.84274,417.6026,427.34045,451.1686,458.713,470.9532,467.7023,481.55814,495.82214,506.1251,514.742,516.9053,517.5104
274.96365,270.03876,289.69946,288.57336,290.39648,304.0022,304.17004,305.66614,313.49063,323.15918,318.5857,343.1207,362.89008,369.07352,382.65762,390.96002,405.0568,411.48065,423.54333,441.12964,452.47543,477.9727,486.8379,497.49002,496.12863,513.87915,535.3859,537.6412,547.30994,551.52966,547.45605
354.56924,368.2985,380.28683,375.96854,380.78647,384.69406,386.162,384.67484,398.96878,398.73917,414.3828,428.41418,436.12564,451.31967,464.26056,476.20352,488.69492,500.5814,515.2646,531.12964,550.5237,579.08746,582.6494,597.8458,595.6278,631.3502,654.192,638.7385,661.50903,662.61774,661.225
413.36307,382.10962,387.32416,382.7565,383.8909,380.60605,383.90106,380.4707,388.56735,395.2639,405.3575,418.22635,434.61972,451.75058,465.44757,478.32367,496.94824,513.14606,531.05426,550.6627,579.1507,610.9702,620.8875,642.334,645.9348,682.06824,709.7241,706.1627,726.9454,722.3029,720.74
343.95145,272.88336,255.36877,254.5046,252.24878,271.30038,274.07043,274.07526,285.25577,285.38925,285.08044,309.62335,324.34055,331.6113,343.43518,351.0825,361.25345,363.3651,372.91183,388.1734,393.02844,414.6069,417.64172,433.34485,426.68234,440.55072,446.535,457.75055,473.8251,475.14276,481.59695
396.32742,364.77405,343.10294,321.04486,312.61407,319.10202,324.30188,324.09088,331.37204,339.5165,344.47305,361.97543,377.95462,389.6865,398.58954,407.09607,419.0668,424.96246,435.95322,451.1588,463.7624,489.48343,502.40134,515.58374,511.5862,534.39136,547.83026,544.2576,562.363,568.91724,573.50586
354.95898,303.29407,282.08844,270.04404,266.0404,282.3252,288.48358,289.28046,298.61734,302.27988,300.77435,323.38474,340.88428,349.03387,360.9386,367.37952,379.44888,383.91803,392.6319,407.8833,416.68973,438.7934,446.1565,459.53934,454.45422,469.0496,472.89725,482.5642,499.37848,502.43234,510.0325
383.95782,313.46484,295.8388,286.44293,287.66434,303.963,307.4659,307.8528,315.85916,322.00012,324.52216,346.71237,361.5222,371.36362,381.82895,389.6386,400.57324,405.99835,415.5181,433.6268,441.71143,463.99692,474.49228,485.57053,483.58847,502.99,516.3567,520.954,536.0995,540.5444,542.82855
344.70993,383.36993,387.4236,379.91782,382.3488,384.61713,385.16138,382.9568,398.40927,400.4097,413.23306,426.39514,437.14865,450.27585,465.36612,477.6325,491.2322,503.19406,519.2666,534.9575,556.5539,584.7786,585.9442,600.64703,597.5297,634.4882,653.1824,637.06915,664.2514,664.45087,664.36554
283.06918,244.06963,228.15675,231.2647,225.91959,239.18118,241.12906,242.95132,254.24687,254.18445,255.13037,272.50253,291.7327,296.067,309.9618,319.1444,328.3737,328.42383,343.07907,352.9937,356.53687,378.29205,380.50018,399.67273,389.4731,400.4064,405.18674,415.61032,427.17197,432.15378,441.60968
1064.7742,946.3069,919.9653,885.52936,920.81494,915.3811,997.40533,994.8015,989.8319,986.9946,1021.2376,1006.2655,1036.5381,1068.041,1076.5975,1095.6492,1119.564,1142.9227,1144.5361,1164.5308,1198.6405,1188.0831,1157.9382,1165.5831,1202.0824,1226.4772,1273.7338,1297.8522,1312.5934,1327.0183,1338.3413
340.1597,285.71988,283.1436,280.62823,282.82956,299.7009,302.55005,302.7456,310.7427,317.27835,317.42816,340.37726,356.6021,365.41147,377.00687,384.69818,396.43088,402.338,412.05334,430.17258,438.66992,461.555,471.47754,482.67868,480.4042,498.59067,511.91556,517.8139,531.7424,535.3002,537.05554
428.11353,411.76486,416.79584,409.79977,415.18594,421.5013,417.34457,417.02484,437.39612,429.09283,454.96997,463.61426,468.09805,485.28204,500.20078,510.23697,521.0815,531.6368,543.7496,562.38116,577.6957,601.9316,599.2746,615.9301,613.3437,653.43787,670.60394,649.017,680.581,683.6716,688.3966
459.41483,484.99014,486.93396,483.3297,489.25336,491.64505,495.7814,500.93185,521.1074,516.11597,536.7646,537.63043,558.8991,570.1847,591.6892,598.43,606.2239,617.63556,625.42993,644.3422,670.15344,690.42664,685.64795,701.02264,695.5401,740.9024,750.89233,723.3109,765.1047,769.4747,781.2223
480.3365,467.17575,496.91086,503.3825,519.0572,516.07043,529.71277,533.7565,541.4709,553.67786,565.7992,567.5106,601.37054,617.7589,636.55066,653.21765,675.158,690.3522,702.1498,728.1828,768.782,785.7503,787.4488,809.258,812.30023,855.08997,874.8631,874.1819,895.0635,892.9876,898.47925
885.4039,683.56683,645.8006,669.00323,662.0108,655.06354,639.81274,646.52057,674.8889,641.0569,692.1149,700.10565,697.5072,737.82025,746.6329,742.4081,738.0359,742.6143,743.0268,766.8001,774.00085,774.903,758.75616,782.1878,775.06555,821.7665,835.51263,801.38055,846.46094,890.05133,943.99347
281.66406,238.08607,235.19432,243.28494,240.05432,257.1317,257.39343,258.6627,269.82632,269.35855,269.28717,291.58432,309.38376,314.88348,328.07104,336.80722,345.9546,347.48114,360.15952,372.6886,377.7233,399.48035,402.32394,420.0951,411.0123,422.51358,429.83417,441.42166,454.15375,456.87778,462.52002
531.13086,499.66888,537.95685,543.20215,558.5106,546.2276,566.7116,573.1192,584.42377,602.2052,603.4678,603.02277,654.45807,652.1645,677.43353,692.01404,703.4769,715.21075,722.4054,747.12897,781.89514,786.9643,780.1817,801.6685,790.5811,845.3158,837.647,834.4507,881.5723,867.8445,894.1208
320.6806,258.57343,250.79727,254.52376,253.62642,272.65042,274.585,275.0236,285.7536,285.8229,285.32352,310.38644,325.66968,333.23087,345.17218,352.58453,363.0499,366.0422,375.29205,390.64465,396.3282,418.20584,421.97226,437.6173,431.69363,445.28912,452.3598,464.2152,478.6919,479.6694,484.88364
415.832,392.60068,390.61823,383.8975,390.05942,400.40897,398.37006,394.82806,414.12793,406.42023,431.75668,444.62708,443.9324,460.26343,470.9429,481.0862,489.08978,497.27032,509.55087,525.4551,534.30396,558.84625,559.5942,572.906,568.32275,608.8368,624.4696,603.7448,631.94226,639.39777,647.5125
741.8626,684.84216,655.8879,646.8285,656.31775,654.5354,665.5766,667.2107,676.96387,680.14386,692.27094,697.66064,722.9471,747.8377,764.7799,778.89624,796.8929,810.01227,811.3574,837.153,876.5868,882.2419,880.5181,904.48694,916.6727,953.6053,988.38934,989.58307,1005.6034,1019.3222,1020.09015
318.00717,393.58472,364.5326,384.54083,385.70343,405.71268,382.34164,385.98395,409.44064,399.82257,432.78647,442.45886,429.64047,456.29126,465.8205,480.0242,495.04056,500.56158,514.45544,540.932,544.2059,569.6366,565.22614,599.7866,617.3031,634.82947,702.52045,706.1987,672.0211,687.1959,655.1803
332.04813,505.82928,394.23044,490.74268,403.66022,472.0469,426.20987,479.70853,453.1532,488.6302,466.76782,490.30667,513.7678,510.2909,557.8318,550.01056,587.99854,582.80975,605.4597,624.79645,661.6791,670.82654,667.86536,704.3924,686.96326,749.04425,745.56744,772.3433,755.1282,783.0465,749.1986
316.1946,406.1381,434.92767,418.3555,427.83722,421.3288,432.22446,434.03076,447.11304,447.51138,460.2937,464.9617,488.59583,494.26517,517.7577,531.31226,547.2335,561.1728,574.0006,597.4011,626.01154,651.17676,644.83453,663.0423,654.9014,709.1126,704.9657,703.3062,740.5379,722.3552,735.5985
689.5074,596.35535,585.60895,602.9241,609.38574,609.6902,620.58057,633.0189,647.24023,644.6815,652.3051,657.64514,685.4979,691.9626,714.77344,728.4742,739.42175,750.9211,755.63336,782.41113,817.589,826.05505,819.7817,839.8755,841.9618,885.58594,907.75555,894.1652,920.8996,933.621,939.3435
711.5333,641.35626,635.4063,646.75226,664.287,661.2636,679.5644,686.36816,698.019,695.5929,709.2701,714.33997,740.5427,765.94006,778.7657,792.42255,807.29767,818.6162,818.0639,842.32245,878.883,882.5124,877.87756,897.76984,898.5275,938.9908,957.5902,946.74335,976.9434,992.04724,1003.4255
332.0688,506.32852,374.1325,510.8669,368.11942,504.1181,385.9537,525.69617,407.97974,529.49,417.83432,524.149,463.09323,546.7073,507.6369,581.09106,539.397,611.6636,554.7736,658.4859,593.42584,717.5958,602.8247,749.20355,601.75055,801.19885,654.2707,855.04034,643.88715,873.0928,621.69257
1058.9858,911.75476,1000.91437,950.4631,989.64,926.92035,1001.5527,956.2055,959.4017,937.77277,977.54785,947.1529,984.0014,1035.24,1030.2086,1053.6938,1051.1033,1062.145,1058.7734,1074.7881,1077.6761,1059.0846,1034.4005,1042.7299,1032.3173,1075.8927,1073.9053,1054.0436,1101.5304,1119.1531,1166.4176
314.64526,352.15112,375.55695,365.5672,366.36932,361.66022,367.33054,366.4637,376.66235,391.24753,389.2498,403.7942,428.71564,435.51608,455.44147,468.69803,490.1856,503.19025,520.27997,538.37933,570.54517,594.4302,593.07184,618.4626,616.8453,650.1097,681.2665,672.3586,688.4274,682.2377,673.6685
255.3669,263.29813,273.67175,274.06293,276.0132,294.98315,297.15344,296.35074,305.8697,310.7506,310.1506,334.57953,348.9389,355.124,368.03558,375.47318,387.4701,392.7871,402.2693,420.75623,428.0101,450.94922,458.2486,469.77542,465.03806,483.8344,491.6379,500.03604,515.6793,518.067,523.4211
326.2565,474.1623,433.9396,426.16354,436.68088,444.11002,436.63998,441.6761,464.23425,451.46588,477.57318,486.4144,491.04297,503.65927,523.3005,532.5331,542.28796,552.9311,566.4879,585.4523,605.00806,629.4995,627.46454,638.9807,636.172,679.88,695.8189,669.5912,704.13745,710.5002,712.2744
849.71185,803.4721,728.3818,731.7706,764.53564,765.4091,782.70026,788.7653,809.8252,798.622,805.4932,813.4764,845.6334,881.38165,889.3117,898.9339,912.9824,921.97687,920.1877,937.33673,964.9398,965.8866,959.0687,973.742,972.9535,1008.1431,1032.461,1011.9554,1038.647,1065.6674,1087.12
297.8742,323.50928,350.21692,342.68372,342.50775,342.3186,347.58566,347.87216,356.24963,371.74777,367.83447,384.0711,408.63837,415.20392,432.04004,443.92987,464.33078,475.71817,491.519,506.98938,536.12177,561.96735,561.24347,584.3781,582.175,612.5077,643.7569,635.30865,648.4533,646.0916,634.7668
296.05917,326.67755,353.00708,344.3714,344.28644,343.58273,348.93542,349.1781,357.62756,373.56918,368.94772,385.4409,410.53152,416.43018,434.16608,445.98932,466.85437,478.2176,494.34735,510.0163,539.8301,564.8752,563.85266,587.99774,585.548,615.9937,648.39496,639.31195,652.1457,649.6306,637.7151
254.8305,265.10928,276.19128,276.37128,278.6636,297.3887,299.58414,298.75436,308.07953,313.45148,313.34,337.3341,351.49042,357.77792,370.64432,378.25565,390.09442,395.63745,405.14053,423.82193,431.1398,454.27927,461.99377,473.11258,468.62494,487.9545,496.36163,503.88235,519.716,522.35767,527.4551
390.79214,338.64642,311.75894,293.87756,290.89603,303.7815,310.49054,311.5137,318.5759,325.38358,328.42593,348.16815,364.59863,375.5507,385.79053,393.52115,405.42377,411.6005,420.62814,437.77405,447.5945,471.5252,483.42487,495.84647,492.22687,510.84952,522.6114,525.1226,541.3913,546.5268,549.88306
370.08035,384.00543,364.68558,355.06998,350.1445,354.04678,356.0024,349.68463,367.44104,376.51996,378.73505,393.28436,409.0339,413.94342,431.66162,442.26764,460.19098,467.13358,486.12448,498.58685,520.8571,548.16833,543.9733,560.2967,554.17236,590.7345,598.99164,591.77234,618.149,617.87585,623.1837
255.86707,250.84424,253.73431,257.08197,255.86028,275.8536,277.63593,276.79877,288.4389,289.2595,288.43777,314.02405,327.91843,333.65082,346.5596,353.76227,365.27008,368.13968,377.89246,394.38004,399.829,422.53046,425.95416,440.968,433.59738,449.26852,455.06287,466.6339,482.07245,482.60645,489.80823
292.32593,331.35074,355.78677,345.85782,345.95874,344.58414,350.17062,350.4082,358.99112,375.44543,369.6865,386.56946,412.59146,417.23718,436.27573,447.93936,469.24066,480.4734,497.19467,512.72675,543.64355,567.51636,566.1415,590.88086,587.27905,618.85583,650.43695,640.6352,654.7952,651.39233,639.89075
279.46127,294.45703,324.17773,318.9241,318.68372,324.1528,326.52167,328.85196,336.29535,351.95508,345.1826,365.3832,388.7886,394.67844,409.40573,420.01422,438.59647,446.97772,462.47272,476.07687,500.52097,528.0103,530.0919,548.1089,545.4969,571.7396,601.47784,595.7282,605.958,607.1038,595.0853
252.48543,242.12846,241.41113,247.27579,243.9312,263.12607,264.07492,263.46707,275.79037,275.47418,275.62567,299.40817,313.864,318.0387,331.69162,340.3579,350.37662,351.19284,363.5479,377.9893,382.16214,404.76392,406.49625,423.75577,414.2311,428.19504,434.2956,445.65216,460.2767,462.1444,469.66156
279.5934,295.5319,328.36365,322.25583,322.2307,326.51196,329.3862,331.79688,339.12112,355.09225,348.26382,368.00397,391.84232,397.6537,412.90857,423.4914,443.13202,451.87607,466.92157,480.75253,507.31195,533.9281,534.84314,555.4246,553.35565,579.30383,612.4913,606.21246,614.07623,615.45636,601.22363
363.71518,388.64456,392.2625,383.4476,383.57883,384.27005,384.99725,381.40573,396.01764,399.69336,411.30197,424.34317,436.9138,449.80423,464.81107,477.0184,491.2642,503.51608,520.2415,535.70746,557.97705,586.32794,588.6384,602.6354,598.1032,635.09015,650.5662,634.13745,663.60266,664.0255,667.1147
447.98804,467.8814,484.01746,485.49527,488.51965,471.70212,487.8489,486.45438,500.57263,526.9103,516.1108,518.4222,587.51825,575.5066,617.5145,634.97186,653.28345,671.6725,686.3401,703.6763,751.84045,758.9632,752.8381,772.55835,754.0924,809.4468,792.496,780.00714,837.2629,808.5165,842.5095
367.22842,387.74875,393.28885,385.29092,386.19907,386.98358,387.90057,384.85757,399.32596,402.21878,414.62503,427.63217,439.76285,453.24008,468.16806,480.4089,494.6241,507.16824,523.26465,539.0633,561.7078,590.14435,592.5016,607.10565,603.45013,640.18054,657.16974,640.89734,669.2774,669.45355,671.7228
682.40295,576.15,656.9464,671.2233,690.6624,674.8352,721.7881,726.6646,733.69666,735.61707,742.62683,745.30707,781.59784,784.919,805.9539,829.3712,838.02673,848.7221,845.3643,885.18713,913.73315,908.6468,902.9588,923.1334,918.7621,970.6579,970.93335,974.40204,1021.47797,1015.0602,1035.6278
