z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,StationID
0.026043348,-0.03920255,-0.026193738,-0.0023476817,0.016670126,-0.049985744,0.08980209,0.031673133,0.011933902,-0.031797,0.007880272,-0.022296123,0.03940647,0.030767344,-0.07491118,-0.020297207,-0.06956461,-0.05406061,-0.10644038,-0.013743654,-0.043692656,-0.037710212,-0.0005691126,-0.45456684,0.00092524476,0.03989879,0.015551362,-0.013084836,1.0723983,-0.008732265,0.031168077,-0.0050413124,0.03190139,0.036747612,-0.023799125,-0.074140854,-0.12919585,-0.016479,0.0650121,0.013487123,0.014161751,0.051677473,-0.026385507,-0.01602979,0.032687433,0.031599313,-0.01579627,0.022935163,0.028669605,-0.02463033,-0.0052537993,-0.021851726,-0.034857586,-0.10151914,0.014042443,0.0013756081,-0.014419526,-0.009374823,0.04248748,0.004329197,-0.018059427,0.027725585,0.02207866,0.048657384,1717
-0.11796806,-0.008763032,0.01389426,0.022613797,0.022649288,0.048305426,0.20325945,-0.028850183,-0.047779888,0.008757181,0.090884626,-0.06014797,0.18466981,-0.03328227,-0.036116302,-0.18065459,0.0026877113,0.076429866,-0.073804006,-0.14079885,-0.14998356,-0.06546842,0.3510665,1.6140882,-0.014615355,0.094510086,0.06560047,0.056887224,1.2372338,0.06771544,0.09513101,-0.013118852,0.0008580694,0.16292424,0.047153823,-0.45787847,-0.18928102,-0.11573164,0.1192013,0.047776964,0.054818057,0.1978082,0.062326193,0.13146149,0.08628508,-0.002684223,0.06594011,-0.09492785,0.018183528,0.054028995,-0.06845053,-0.12049053,-0.15235099,-0.014537394,-0.008576559,0.03246545,-0.10000755,0.04808407,-0.030681409,-0.00655701,0.010012949,-0.050432228,-0.087320276,-0.10971007,1718
0.023098778,-0.05184613,-0.040116526,0.005738061,0.058703866,-0.027253695,0.110575795,0.023965552,0.03604185,-0.0072364956,0.022057416,0.0013985038,0.021599844,0.03926797,-0.027263254,-0.05134072,-0.055097785,-0.051343985,-0.12577778,-0.062312983,-0.008360527,-0.033704676,0.034222364,-0.476762,0.04082974,0.04413329,-0.008436222,-0.009238623,1.0478712,0.009152764,0.027107302,-0.026151042,0.06551364,0.05368331,-0.008161656,-0.16029935,-0.12975872,-0.0173553,0.027791232,0.010881461,0.025675751,0.029316965,0.025482366,-0.030288681,0.028192624,0.05020968,-0.021768268,0.048286293,0.026618088,-0.047834866,-0.02300401,-0.062880196,-0.009455353,-0.117054,0.032192443,0.0072166696,-0.014848053,-0.040550444,0.062849864,-0.027512379,0.011976486,0.03783714,-0.009116754,0.044208746,1719
0.075344756,-0.11567651,-0.009833701,-0.021684512,-0.2752792,0.08190328,-0.019595847,0.008633748,0.016707236,-0.14870904,0.052021474,0.029195726,0.2379378,0.058421787,0.11993848,-0.1675402,-0.27896446,0.54958296,0.121750444,-0.1297033,0.051794678,0.10480937,0.7869076,0.6395582,-0.19378556,0.07938483,0.058320347,0.30598503,0.10281864,0.14725292,0.15793462,-0.052535925,0.14059858,0.27717668,-0.051751077,-0.55952257,0.872567,-0.22370732,0.65941244,0.060569055,-0.37815297,1.0241073,0.0722988,0.28853166,0.19721659,-0.13252448,0.29780677,0.06878677,0.28071085,0.32391325,-0.111036874,0.28808367,-0.14177375,0.14624983,-0.047299016,0.016164385,-0.3149894,0.23029546,-0.29118058,0.053080477,0.010406783,-0.14935851,-0.06113907,-0.58111453,1720
0.0030534938,0.004923513,0.027283326,-0.028933529,-0.019036107,0.012700472,-0.044034533,-0.0474457,-0.01680117,0.05047645,-0.029235242,-0.043653198,-0.029096289,0.03766191,0.013167739,0.073487855,0.027020331,0.031204917,0.048782557,0.07730839,0.052329518,0.05628465,-0.0395625,-1.2175065,-0.015545433,0.013070874,0.031822,-0.004743941,0.7579396,0.01807707,-0.070499636,-0.03179683,-0.03252083,-0.015259683,0.024226189,0.07340571,0.023642153,0.02231557,-0.023397274,-0.015551858,-0.07620854,0.037455346,-0.02353712,0.10105446,-0.05323261,-0.10253394,0.031697072,-0.044750202,-0.0012388208,0.059205852,0.01791678,-0.018132843,-0.00069756806,0.048352372,-0.0020689764,0.037898682,0.019606546,-0.024945293,-0.024902321,0.0056258366,-0.063213356,-0.011416547,-0.008517414,-0.04244717,1802
0.089593075,0.10806574,0.029704303,0.02926303,-0.05711183,0.01892962,-0.07290578,-0.06593919,0.016060898,0.014513478,-0.034530252,-0.014679834,-0.007871211,0.02559037,-0.018749997,0.028856225,0.038998727,-0.13570592,0.03147185,0.061589137,0.09638925,-0.006695606,-0.15913722,0.97320294,-0.0399013,0.0034324452,-0.014386777,-0.03213305,1.8536731,0.022540951,-0.08388704,-0.023503471,0.039594457,-0.11242673,-0.023736902,0.18802576,0.085636154,0.057114802,-0.032750368,0.013305947,-0.008916281,-0.0015206337,-0.091345936,-0.044434085,-0.038520157,-0.015080819,0.024797618,-0.044964742,0.04278137,-0.013423689,-0.012893699,0.024590991,-0.016969457,0.015782222,0.027941039,-0.02389282,0.06452048,0.051012415,-0.0353053,0.03975338,-0.05030459,0.0496284,0.070248105,-0.03331082,1803
-0.094084434,-0.08082554,-0.036081783,-0.10661158,0.013853312,0.04357451,0.023444891,0.06474514,-0.119249284,-0.05903752,-0.06049884,-0.0067648515,0.093851864,-0.06683934,0.057530478,0.001953736,-0.057344478,0.030635312,-0.0060959607,0.03256941,0.009071104,0.0018156469,0.043890752,2.1883667,0.037850514,0.06958031,0.06465608,0.032440692,0.3754327,0.032521807,-0.12382512,0.0032091402,0.026376635,0.02476585,-0.007037184,0.05356419,-0.06214969,0.017963193,-0.037422344,-0.031716123,0.015926681,0.0010010302,-0.09501471,0.0076894835,0.042812686,0.00254601,0.08053225,0.049095083,0.027911829,0.090026,0.035903804,-0.08991606,-0.05000536,-0.09047429,-0.07039276,-0.060393117,-0.10248641,-0.023966368,0.05495003,0.05488363,0.003956115,-0.0027121156,-0.022036962,0.13041534,1804
0.08000352,0.11373544,0.028228387,0.036505233,-0.05901806,0.020170216,-0.086860344,-0.06358287,0.010698887,0.014494449,-0.03575982,-0.00036348403,-0.007531807,0.028391704,-0.016794294,0.032211743,0.04456045,-0.1358112,0.03514564,0.061827406,0.09309137,-0.009194896,-0.16397464,0.98156196,-0.039862715,0.0023192838,-0.014899034,-0.029854782,1.8326858,0.027760172,-0.08433111,-0.020254169,0.027065456,-0.10772377,-0.019457169,0.18580781,0.08411376,0.05312618,-0.036300793,0.0065245447,-0.008035928,-0.01266858,-0.08719955,-0.045200452,-0.025934704,-0.0072907456,0.02677849,-0.04663052,0.034569163,-0.00895346,-0.018031172,0.015878998,-0.017758533,0.01825814,0.032048035,-0.022678867,0.07265888,0.047869887,-0.039663933,0.032094397,-0.045227192,0.041711554,0.06992971,-0.03861582,1805
0.058022477,-0.095576905,-0.04981882,-0.050769012,0.40963918,-0.15378468,-0.14492406,-0.020041332,0.108935125,0.28978512,0.26093176,-0.010913178,-0.438811,0.051376656,-0.00425449,0.18319434,0.033678357,-0.4996822,-0.020856082,0.12298229,-0.19071439,-0.068938546,-0.8265479,1.4874398,0.028874213,-0.028787121,-0.32069474,-0.38219047,0.12426397,-0.1942068,0.094915956,0.19326462,0.0063278833,-0.1985445,-0.085227855,0.99197555,-0.3765447,0.06874538,-0.47078294,0.087508574,0.18024418,-0.8076877,0.12352755,-0.38405442,-0.11673045,0.041081402,-0.3578662,0.07604393,-0.25904453,-0.17356277,0.30445778,0.38759366,0.38270497,0.05622394,0.061982352,0.040324062,0.21926513,-0.08139719,0.16209032,0.05167999,0.09910921,0.01600767,0.08886955,0.6197353,1806
0.0022350326,0.0037413072,0.04713452,-0.007944878,-0.0062901787,0.023566533,-0.04573468,-0.079733595,-0.02385155,0.080576375,-0.017063854,-0.052726906,-0.014153242,0.00795899,0.01392968,0.05574607,0.067189455,0.054420464,0.059664607,0.06331132,0.029538855,0.07439743,-0.01955583,-1.3145403,-0.03682997,0.0017467663,0.020398937,0.032293648,0.5477483,0.037424825,-0.039056133,-0.002058778,-0.04915078,-0.0063858777,0.0101279775,0.09671445,0.023833051,0.027970292,-0.056149647,-0.003688268,-0.025660679,0.0427142,-0.004865488,0.07992515,-0.021189503,-0.12285755,0.01126679,-0.091322854,0.00070135505,0.07843254,-0.010975361,-0.0107428655,0.019715399,0.106121436,-0.0050061517,-0.015334096,0.0033431128,-0.028718105,-0.04133255,0.017487295,-0.03701543,0.0070628896,-0.010208882,-0.011938866,1807
0.13834643,0.032057196,0.061758548,-0.19380793,-0.03044726,-0.20116788,-0.07382248,-0.019801065,0.24667443,-0.023309872,-0.053496927,-0.025856152,0.10047376,0.13428305,-0.1751689,0.10252076,-0.04105368,0.036685675,-0.46343178,-0.012301922,-0.013012432,-0.16187342,0.11696937,-2.151117,0.06716495,0.07926837,0.124666706,-0.03245046,-0.9121877,0.013696665,-0.08323177,-0.07118137,0.062250458,0.0056291074,-0.102437526,-0.10665707,-0.06803152,0.016972385,0.3458365,-0.03310042,-0.17158729,-0.6021749,-0.16300596,0.0058959275,-0.061310053,0.038615663,0.12995279,-0.052051287,-0.028314045,-0.012148358,0.20437798,-0.09843503,0.015799642,-0.091324106,-0.008477511,0.037548482,-0.105859146,-0.0018161987,-0.056973927,-0.06619,-0.12739296,0.1717816,-0.046543323,-0.0893943,1901
0.025926054,0.021428222,0.031770945,-0.03215842,-0.078595504,-0.019423272,-0.07618425,-0.04184994,-0.056933947,-0.0038149506,-0.029269783,-0.04829091,-0.0026546083,0.015912358,-0.037123367,0.1092474,0.004165005,0.037067853,0.10488036,0.10809881,0.00919047,0.061547592,-0.08916923,-1.2090042,-0.081881545,0.0041451976,0.07883504,-0.0028450042,0.9054266,0.033772103,-0.08200552,-0.01002783,-0.025827147,-0.046117797,0.006075279,0.16540651,0.012360989,0.016538344,0.013294831,0.00092839496,-0.08667626,0.088030845,-0.110282116,0.11635026,-0.044249386,-0.14838661,0.06503066,-0.06814493,0.01625027,0.09481228,0.042723965,0.0010449961,-0.016720474,0.032460555,-0.023188548,0.014376104,0.03608849,0.017702226,-0.028742008,0.04262034,-0.13900869,0.009642221,0.018147975,-0.012787294,1904
-0.0005462691,0.037404247,0.052144065,-0.011008907,-0.09142269,-0.0051621236,-0.07821193,-0.043441862,-0.07484559,0.015372485,-0.037997186,-0.055126704,-0.00438625,0.012316104,-0.025673077,0.11742707,0.03269511,0.06636938,0.15111566,0.1361838,0.009722132,0.061053053,-0.083390035,-1.3672332,-0.09109426,-0.0035056397,0.06896871,0.015277982,0.65015423,0.01972186,-0.06375514,-0.0037269033,-0.07185062,-0.04710351,0.016819537,0.20451963,0.054302588,0.0069558844,-0.028110497,-0.009616114,-0.06463115,0.084183894,-0.08901169,0.13200387,-0.04148376,-0.15861191,0.04621388,-0.09249622,0.0074914265,0.11837687,0.03225694,0.018032722,-0.013986722,0.075213894,-0.034533877,0.00084049255,0.038778476,0.021049222,-0.05386003,0.05038277,-0.13479725,-0.025259726,0.018349297,-0.029731777,1907
0.048076563,0.04290144,0.0040036887,0.056783024,-0.03895253,0.04373974,0.014075905,-0.0480666,0.009772012,0.02865316,0.03784859,0.04026495,0.10994488,0.029017033,-0.024068829,-0.026130088,0.001276318,-0.07570743,-0.0805594,-0.039590478,0.031458244,-0.015050486,0.044279844,0.9680399,-0.03088813,0.05485571,0.028877746,0.04139793,1.7950455,0.042305224,-0.054912385,-0.052009184,0.03889534,0.01581788,0.0035908008,-0.08900216,0.0007290719,-0.018624514,0.060325578,0.03871025,-0.0491224,0.18165311,-0.009859728,0.007856026,0.09427824,-0.015384937,0.06291668,-0.08805235,0.075293615,-0.037869222,-0.05341988,-0.0520894,-0.118416384,-0.005638376,0.05129541,0.000832662,-0.017886728,0.057840075,-0.07362931,0.03509108,-0.0049137566,-0.036429316,0.02884819,-0.13076136,2002
-0.030463211,0.006432047,-0.0049715117,0.056536946,0.009771779,0.010043573,0.042123847,0.0030421317,-0.06525298,0.013685256,-0.012190817,-0.000293985,0.010261528,-0.024631057,0.025434092,-0.05891429,0.052934308,0.023139954,0.04995829,0.021562614,-0.0041025653,0.0020118207,0.0075117424,-0.9835738,0.00214828,-0.020976976,-0.07064368,0.018251061,0.1917927,-0.01929394,0.039481875,0.048781794,-0.044898562,0.036155418,0.0051118257,-0.0046789157,-0.07943474,-0.0050822496,-0.08214821,-0.012904666,0.11565525,-0.020722598,0.047699235,-0.032055616,0.057786062,0.03099105,-0.073184736,-0.037583467,0.034639318,-0.01512181,-0.051580254,0.010710545,0.0021734685,0.05811479,-0.010522628,-0.016865749,0.03496369,0.015244242,-0.05055777,0.0077962056,0.057910837,-0.07833394,0.020041794,0.045335967,2005
-0.02948644,-0.032811,-0.039632984,0.045624558,0.013024306,0.0073199384,0.1250861,0.037068114,-0.05247391,-0.028959364,0.004297616,0.00014963001,0.031637967,-0.0073861964,-0.029478028,-0.06254465,-0.0037596337,-0.030696586,0.009191304,-0.013657682,-0.030780755,-0.060784385,0.026430137,-0.57477194,-0.0083191525,0.03516265,-0.030391242,0.010451794,0.4280881,-0.029846823,0.09757589,0.043855373,-0.011476546,0.04436425,0.008078233,-0.067806244,-0.16631609,-0.043069836,-0.06513935,0.014909811,0.12384654,0.0425416,0.037601903,-0.04665935,0.10330582,0.073740505,-0.083576865,-0.008844171,0.04089962,-0.016780965,-0.05095303,0.014871962,-0.026948214,-0.057381302,0.002431163,-0.035340548,0.025399745,0.011480082,0.0017900541,0.015388489,0.017521074,-0.04166708,0.048945494,0.105060175,2009
0.11572633,0.043240905,0.0061673224,-0.067888215,-0.005884908,-0.19837967,-0.04459901,0.08103536,0.16741215,-0.1259752,-0.08330467,0.011609003,0.055740565,0.051552024,-0.12729944,-0.03320183,-0.028738651,-0.04826605,-0.62328726,-0.04160437,0.011060484,-0.1041787,0.08037565,-1.7078485,0.21692237,0.0005920157,0.008096334,-0.06573276,-1.0131452,-0.002740031,-0.05014775,-0.035707656,0.104690865,0.040246844,-0.077341534,-0.29679537,-0.14685631,0.048892654,0.3257448,-0.098660015,-0.0703048,-0.785165,-0.11887754,-0.13464232,-0.07232526,0.18819617,0.07345043,0.008044142,-0.041705657,-0.18652743,0.20961276,-0.12290155,0.0023882538,-0.008640468,0.04737256,0.052824408,-0.12151881,-0.010391723,-0.015097134,-0.049858958,0.02942275,0.110157974,-0.015339576,-0.12007451,2011
0.11786022,0.059223726,-0.0056831837,-0.082088955,-0.012998596,-0.1982261,-0.049783006,0.078029916,0.17038326,-0.111922935,-0.06422809,0.029619992,0.07703908,0.05266882,-0.11792047,-0.011747576,-0.04607257,-0.041699696,-0.57989776,-0.051852852,-0.0005720332,-0.10612093,0.05365608,-1.7728136,0.19532466,0.00376115,0.02651332,-0.065183744,-1.0457586,-0.013330465,-0.06936942,-0.04633661,0.11968703,0.023524776,-0.07675674,-0.28200138,-0.14356124,0.027798094,0.32417867,-0.084069185,-0.07900551,-0.7751044,-0.12308895,-0.118813016,-0.099326864,0.18103604,0.09751271,0.013091553,-0.02805913,-0.17041379,0.192447,-0.10543805,0.013436846,-0.037261486,0.05847427,0.05654765,-0.100753486,-0.025656622,-0.0057632253,-0.047337733,0.010899892,0.13318342,-0.026083648,-0.1110972,2012
-0.024764702,-0.02591055,-0.039828286,0.047250953,0.027526293,0.012422491,0.11616762,0.019975036,-0.037234433,-0.0021107793,0.0005846042,0.0008366704,0.024804175,-0.01737671,0.005895436,-0.09021225,0.025559176,-0.01237236,-0.010113083,-0.03741657,-0.0099603385,-0.03380266,0.03211408,-0.70313,0.03139414,0.022799976,-0.05335709,0.025748566,0.33987734,-0.0026207622,0.06730853,0.03517651,-0.0019388115,0.07321449,0.013243389,-0.102247685,-0.15292716,-0.035671115,-0.07363379,0.010056101,0.13477156,0.008581948,0.046062812,-0.052684918,0.07681625,0.0627037,-0.07240078,-0.016080108,0.043454852,-0.037456565,-0.06236322,-0.00319352,-0.0026141182,-0.015671737,0.0053585297,-0.026066348,0.027274884,-0.007498123,-0.0075311735,-0.004529685,0.047776826,-0.037407897,0.01976595,0.076903194,2013
0.052265935,0.10395236,0.015344575,0.049123082,-0.08826189,0.011528704,-0.09192209,-0.039463133,-0.00093536684,-0.012176394,-0.0299329,0.017587483,0.05509954,0.014358703,-0.0035795346,0.024077363,0.031201188,-0.092309564,0.040868953,0.04455988,0.08702984,-0.022020966,-0.077472225,1.0615933,-0.03198745,0.018630452,0.008581471,0.009266123,1.6933326,0.05664689,-0.08263953,-0.02275974,0.011232884,-0.06938827,-0.019103356,0.12232068,0.11559417,0.039313518,-0.0039169043,-0.012733763,-0.026536122,0.021894336,-0.08139218,-0.032958597,0.02012366,0.00020275032,0.0547999,-0.052458707,0.044182856,0.0108188465,-0.03929732,-0.028072245,-0.05990036,0.047408883,0.03141367,-0.014780991,0.040796578,0.047704965,-0.06316721,0.032496404,-0.038586706,0.0050633177,0.058326975,-0.092078045,2014
0.10895834,0.08850077,-0.017318279,-0.09757661,-0.022747204,-0.20942076,-0.057048768,0.0833614,0.16612057,-0.096020386,-0.065442115,0.02960147,0.09053816,0.04488356,-0.12011014,-0.014443181,-0.07038444,-0.05313045,-0.5734294,-0.050072774,0.0089988,-0.10118298,0.02927766,-1.7458233,0.18523574,0.017321028,0.0662507,-0.09899394,-1.1044357,-0.027938282,-0.07642472,-0.079499856,0.14474137,0.021315053,-0.073950306,-0.28782505,-0.15521222,0.0115627125,0.34407,-0.089094035,-0.07517745,-0.83906424,-0.16437717,-0.12874345,-0.15777403,0.22322601,0.121427566,0.028308947,-0.015061786,-0.17944011,0.18441886,-0.08015753,0.024561197,-0.040216044,0.07186484,0.06443284,-0.0667782,-0.043490782,0.012415111,-0.06356284,-0.01461699,0.1698432,-0.055922203,-0.09615344,2015
-0.0740825,-0.025994228,-0.0751974,0.10543257,0.10630963,-0.13184434,0.098429695,0.20407413,-0.03714668,-0.2735929,-0.08031079,0.17899834,-0.10023135,-0.24955314,0.049101844,-0.2901251,0.095812455,-0.1676338,-0.6061474,-0.06440574,-0.0050143227,0.01827313,0.06937168,-0.7044939,0.35023475,-0.11547171,-0.33872402,-0.14564645,-0.784449,-0.070762895,0.034696426,0.09379037,-0.04102017,0.17417622,-0.02734124,-0.51167166,-0.48853776,0.059209384,0.15780193,-0.17337035,0.20579958,-0.6679496,0.09884808,-0.43869472,0.10820479,0.4160933,-0.06990239,0.1593521,-0.06457502,-0.31640694,0.05530013,-0.011559479,-0.12667271,0.2787691,0.06142086,0.10591796,-0.2080408,0.005342874,-0.056116305,-0.059216984,0.3941738,-0.19729778,0.06206447,0.040589903,2016
-0.023342028,-0.021200659,-0.02898334,0.040193174,0.0102045275,0.012259427,0.11037442,-0.0023746043,-0.04418666,0.00386063,-0.00095623545,-0.013447814,0.03474111,-0.011568651,0.0021230057,-0.069201715,0.032565985,0.011172712,0.04240124,-0.0104069635,-0.032136984,-0.016468659,0.02146557,-0.7965642,-0.0049832966,0.026893131,-0.02961738,0.05317089,0.32647148,0.022690112,0.074401185,0.03940591,-0.01896733,0.054642275,0.018196486,-0.05374307,-0.12549266,-0.017675377,-0.08574624,0.03054788,0.13747102,0.0672445,0.02827523,-0.022463024,0.07961294,0.018557472,-0.065815195,-0.041195754,0.057736557,0.0025497004,-0.07602332,0.01034721,-0.006657481,8.8721514e-05,-0.003544508,-0.045126677,0.010585889,0.010481421,-0.022595875,0.015051849,0.026301732,-0.03305828,0.026089512,0.08589809,2017
-0.12062354,-0.0083842445,0.008024618,0.029215407,0.028206915,0.059101466,0.21012686,-0.038487405,-0.058746107,0.020487756,0.06795156,-0.08023855,0.17698996,-0.018697802,-0.03408259,-0.1776096,0.017189134,0.090541475,-0.09110011,-0.15087973,-0.10637229,-0.050772704,0.37919292,1.6799147,0.0011755023,0.10083227,0.0951342,0.08706708,1.2074022,0.09359246,0.10531215,-0.03153989,-0.0077593764,0.18477106,0.069672294,-0.49558562,-0.20800987,-0.1249737,0.10479693,0.020636026,0.06813323,0.1972039,0.04496081,0.14158683,0.10142453,-0.0076753967,0.06639491,-0.08660175,0.027954372,0.054095544,-0.09300732,-0.120199926,-0.13746643,0.015016913,-0.0021670633,0.020158373,-0.11103597,0.05105183,-0.043322913,-0.020036586,0.02506105,-0.046923243,-0.08375027,-0.11727822,2018
-0.0003875494,0.015910601,0.0024982989,-0.06345402,-0.11494982,0.10633701,0.022430718,0.0046181455,-0.16149287,-0.10436618,-0.14078438,-0.021859378,0.06887321,-0.0068096295,0.075485095,-0.043291867,-0.043815117,0.17213327,0.08524761,0.004012391,0.12982342,0.0052312016,0.20948142,2.0414655,0.016918385,0.08490289,0.12575398,0.10778558,-0.42224336,0.050073586,-0.10251199,-0.05728818,0.03706433,0.025137622,-0.014039404,-0.24804346,0.22071052,0.0067337677,0.11055079,-0.08064453,-0.113800414,0.2914345,-0.021165704,0.12640043,-0.013233148,-0.028965222,0.2062809,-0.0059661083,0.028204022,0.17747903,-0.024237223,-0.10940776,-0.07827984,-0.088331744,-0.0012311921,-0.0038639754,-0.008287296,-0.034216307,0.019666158,0.044190004,-0.051151983,-0.016584031,-0.019428767,-0.107471675,2019
-0.051871963,0.005902393,0.0068934113,0.0737156,0.010769572,0.008815441,0.030230321,0.0147765875,-0.072020106,-0.0055204034,-0.015961347,0.010234773,-0.0030447692,-0.026036698,0.023680903,-0.06608471,0.07108478,0.025214441,0.06354546,0.03516321,-0.0017059743,-0.005396858,0.023082882,-0.9526466,0.0053102765,-0.03562159,-0.09219299,0.007019259,0.102287024,-0.032115526,0.0597825,0.064821705,-0.07408284,0.025143161,0.0023962269,-0.0038072239,-0.075378366,-0.0031120852,-0.09044504,-0.015868552,0.12821385,-0.020483114,0.068592094,-0.04219556,0.06428372,0.046464212,-0.08758358,-0.041533615,0.023123236,-0.012391742,-0.051693235,0.023947768,-0.019090444,0.08660221,-0.01323087,-0.011856176,0.03621804,0.025727,-0.07457877,9.55835e-05,0.083960794,-0.10514384,0.039361876,0.027507495,2020
0.023233324,0.024324937,0.18379328,-0.16248779,-0.069968894,0.14989986,-0.06402486,0.040585905,-0.014117064,-0.018248454,-0.10891093,-0.18418925,-0.03341031,0.009045687,0.25075155,-0.04716713,-0.27593118,0.018671937,0.084084556,-0.08013883,0.06359161,-0.011424184,0.06573547,-0.10803414,0.3104118,0.01203572,-0.09400599,-0.05628653,-2.865163,0.31359234,-0.25464287,0.053378303,0.19518127,-0.17380473,-0.12356012,0.022811338,0.755347,0.25129616,0.14240605,-0.09044043,-0.22812545,0.51506853,-0.011302246,-0.10576135,-0.22778833,-0.2247017,0.2917254,0.17327374,-0.14801265,0.2192404,-0.008282013,-0.02027627,0.07816608,0.048942864,-0.027641274,0.14021105,-0.073474035,-0.15676765,0.26122448,-0.038746014,-0.085867755,0.19263291,-0.13926727,-0.2531996,2024
0.0056510344,0.0049830806,-0.0001206696,0.0018598102,-0.030422717,-0.034425262,0.06834611,0.014365897,-0.06569021,-0.008454531,-0.021699948,0.00502716,0.013684079,0.0034687184,-0.02194488,-0.00064925104,-0.02224164,0.017968468,0.06318945,-0.003758639,-0.0142782405,-0.03727006,-0.049478896,-0.80401534,-0.027920133,0.015510388,0.026618551,0.041956015,0.63202584,0.008777285,0.004240673,0.020197753,-0.019730642,0.0038824677,-0.003932967,0.029512137,-0.08659387,-0.019875698,-0.029024288,0.0036391248,0.075561784,0.06675203,-0.034444697,0.011400133,0.035209782,-0.023110602,-0.016615018,-0.03308845,0.04273689,0.022410221,-0.035832915,0.02183675,-0.01505436,-0.040291622,-0.0012667873,-0.032508694,0.015570581,0.020256449,0.002538532,0.026127256,-0.037350558,-0.011766307,0.035986893,0.059538912,2025
0.021634944,0.15460573,0.099460304,0.07357764,-0.18580973,-0.021312963,-0.30462754,0.09704912,0.19772449,-0.059758335,-0.09550703,-0.052719176,-0.18173124,0.10676792,0.014226012,0.18203494,-0.037826102,0.20859557,0.45721748,0.13702151,0.24652797,-0.08942692,-0.09021449,0.5080458,-0.09046169,-0.27448443,0.018445242,0.15415864,-0.1955229,-0.072113074,-0.0352776,-0.0921009,0.005129204,-0.216847,0.012298309,0.49613622,0.99587846,-0.003331162,0.07563801,-0.084267445,-0.22429866,0.035871416,-0.06374689,-0.035924733,-0.19390786,0.0052781045,0.0922748,0.07754703,-0.0661884,0.09017677,-0.12600225,0.2363388,0.16814093,0.17878218,-0.011884624,-0.08216946,0.006628774,-0.012917396,0.09211861,0.031351205,-0.078777,0.009364687,0.06229629,-0.39455324,2101
-0.0038016364,-0.05822909,-0.017917141,0.030550841,0.054787148,-0.028371619,0.097412884,0.024498045,0.027229497,-0.017499268,0.017209666,-0.02450879,0.03822492,0.028228305,-0.06006544,-0.054118276,-0.039779197,-0.05635898,-0.13607211,-0.022218585,-0.0397676,-0.032479748,0.05013267,-0.4807133,0.027800197,0.035041913,-0.004699137,-0.027646318,0.9421599,-0.006822264,0.061785515,-0.007137377,0.022791386,0.053357624,-0.01120546,-0.11482555,-0.16661362,-0.0071697235,0.047664568,0.012589239,0.036575668,0.01585732,-0.004808059,-0.0371553,0.04037039,0.05252178,-0.035645258,0.0187096,0.036270518,-0.044046484,-0.009051785,-0.047475137,-0.03947784,-0.071364805,0.005358932,0.0014648959,-0.023850843,-0.01769206,0.028567754,-0.028205462,0.02675978,0.018228985,0.004368238,0.06853874,2201
-0.09478053,-0.045339867,0.0109846145,-0.010601204,0.051445216,0.046841066,0.18807162,-0.013681233,-0.014708353,0.024438113,0.10927169,-0.048864022,0.17377652,-0.022034574,-0.030399546,-0.12545097,-0.016933616,0.027320452,-0.10608363,-0.10322103,-0.16355628,-0.07791166,0.27322587,1.6280259,-0.041150644,0.08645602,0.024956021,-0.0061852336,1.2228063,0.004048327,0.048481215,0.01563343,-0.01876843,0.14235565,0.03554582,-0.3342245,-0.23592633,-0.08880284,0.11280593,0.06396369,0.04302802,0.1382015,0.062354445,0.099726796,0.079322025,0.00034992164,0.018696487,-0.09501709,0.009567687,0.019897498,-0.020490356,-0.07240955,-0.15784672,-0.03615272,0.0050486526,0.03559853,-0.10631886,0.0329632,-0.036817722,-0.0059834123,0.019008813,-0.02207959,-0.05876293,-0.058691423,2202
0.07166197,-0.011957156,-0.11476123,0.054053534,0.09905046,-0.119433984,-0.04728949,-0.026817575,0.14356971,0.025721848,0.034450173,-0.008413225,-0.038672604,0.046620447,-0.07949841,0.038061958,0.16188553,-0.014089774,-0.128837,0.022636563,-0.0295519,0.04003772,-0.14324626,1.8902185,-0.08896776,-0.053676628,-0.053282205,-0.04003393,-1.3048104,-0.012048816,0.053940896,0.014892075,-0.03810802,0.022296272,0.032372687,0.18871804,-0.13610666,0.024731211,-0.078476176,0.026200682,0.064195745,-0.3336525,-0.051914282,-0.024498954,0.07573407,-0.0031397962,-0.0948773,-0.025358107,0.083651155,-0.060486455,-0.032201447,-0.044606812,0.11395699,0.0011496544,-0.03218471,-0.035988126,0.02582457,-0.003279556,-0.011395358,-0.057064906,0.06614753,-0.009982005,0.010452278,0.16260193,2203
